id,playerId,name,position,rating,potential,cardType,value,wage,photoUrl,nationality,clubName,clubLogoUrl,league,age,preferredFoot,stats.pace,stats.shooting,stats.passing,stats.dribbling,stats.defending,stats.physical
eafc-p-231913,231913,Fredrik Aursnes,LD,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231913.png?padding=0.7,Noruega,SL Benfica,https://drop-assets.ea.com/images/2DamHkQ1ZP1CYVjFPp6ofg/3e07292021842fdadb7aaaa84e7473aa/l234.png,Liga Portugal,31,Derecho,76,66,77,80,76,81
eafc-p-231652,231652,Simon Banza,DC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231652.png?padding=0.7,RD Congo,Trabzonspor,https://drop-assets.ea.com/images/3AF1UCNvLwZs5kapbWuCk9/e1cebee09f0953e5653311d5a29365ee/l436.png,Trendyol Süper Lig,30,Derecho,75,80,56,76,36,77
eafc-p-201942,201942,Roberto Firmino,MCO,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p201942.png?padding=0.7,Brasil,Al Ahli,https://drop-assets.ea.com/images/3lVk0osL7o6YMhHuK4YYD6/5e106847b59ce2a4f0bfb55988d812c3/l112387.png,ROSHN Saudi League,35,Derecho,67,75,79,85,58,76
eafc-p-264652,264652,Bradley Barcola,EI,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264652.png?padding=0.7,Francia,PSG,https://drop-assets.ea.com/images/2QwnhmHh5K7bjkfZAF7ZCi/7c53874542fb5c606ff810a4b1f6b88b/l73.png,Ligue 1 McDonald's,24,Derecho,88,74,75,81,34,64
eafc-p-234742,234742,Harvey Barnes,EI,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234742.png?padding=0.7,Inglaterra,Newcastle Utd,https://drop-assets.ea.com/images/69fXoaX4p9zFwKaZYoNtNX/14d86649a9b5a3f7e876cc3d46357b5d/l13.png,Premier League,29,Derecho,85,78,75,81,43,68
eafc-p-242187,242187,Christoph Baumgartner,MCO,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242187.png?padding=0.7,Austria,RB Leipzig,https://drop-assets.ea.com/images/1EoW6b2VkhiP3S0vqikd9s/f181f899a2037360f70a9a8aba18af30/l112172.png,Bundesliga,27,Derecho,77,74,74,82,47,60
eafc-p-215223,215223,Walter Benítez,POR,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p215223.png?padding=0.7,Argentina,Sin Club,,Eredivisie,33,Derecho,79,78,72,79,82,80
eafc-p-257179,257179,Gonçalo Inácio,DFC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257179.png?padding=0.7,Portugal,Sporting CP,https://drop-assets.ea.com/images/2bL9oGApMvbYE1o0Byl8KB/c914cde8141f11124f026cb198a0eb00/l237.png,Liga Portugal,25,Izquierdo,80,37,64,71,81,79
eafc-p-236480,236480,Yves Bissouma,MCD,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p236480.png?padding=0.7,Malí,Spurs,https://drop-assets.ea.com/images/7kUcyCh5xGrzQlcjP2Q9NH/11aba507486f44765ee5938b1b5b097e/l18.png,Premier League,30,Derecho,71,67,75,81,78,77
eafc-p-190815,190815,Daley Blind,DFC,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p190815.png?padding=0.7,Holanda,Girona FC,https://drop-assets.ea.com/images/40lM20ITshJSKsZtWMGQ8m/3f11cea65b14635cc29654b6ba13c0b6/l110062.png,LALIGA EA SPORTS,36,Izquierdo,36,62,83,77,83,70
eafc-p-225951,225951,Denis Bouanga,EI,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p225951.png?padding=0.7,Gabón,LAFC,https://drop-assets.ea.com/images/7HVxXj38u4xwAYPYjnYeBm/dd7c8333fd89f025a52fa53a96406475/l112996.png,MLS,32,Derecho,85,81,74,79,38,79
eafc-p-259075,259075,Yan Couto,ED,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p259075.png?padding=0.7,Brasil,Borussia Dortmund,https://drop-assets.ea.com/images/TmqxUZk2FrbFXOK1kdE89/3dce225926ac7cfd9f283ecd731fa710/l22.png,Bundesliga,24,Derecho,85,61,76,81,72,64
eafc-p-243241,243241,Alessandro Buongiorno,DFC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243241.png?padding=0.7,Italia,SSC Napoli,https://drop-assets.ea.com/images/2FIV26KpnSXl3Nv8Ar6jk3/d8461aa150da3d433fccc34bc80c978f/l48.png,Serie A Enilive,27,Izquierdo,65,45,69,65,82,76
eafc-p-228881,228881,Davide Calabria,LD,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p228881.png?padding=0.7,Italia,Milano FC,https://drop-assets.ea.com/images/6D3s1RlLRER3UOunC4Lofv/ec87a4178160a87521b0b7c688e7638e/l131681.png,Serie A Enilive,30,Derecho,78,57,70,76,79,71
eafc-p-251752,251752,Lucas Chevalier,POR,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p251752.png?padding=0.7,Francia,LOSC Lille,https://drop-assets.ea.com/images/tfbRaZiFuJ9jTer1qcf0Z/95171efd06d2494735c0e8a7c5aa9df2/l65.png,Ligue 1 McDonald's,25,Derecho,80,79,72,78,83,80
eafc-p-246172,246172,Samuel Chukwueze,ED,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246172.png?padding=0.7,Nigeria,Milano FC,https://drop-assets.ea.com/images/6D3s1RlLRER3UOunC4Lofv/ec87a4178160a87521b0b7c688e7638e/l131681.png,Serie A Enilive,27,Izquierdo,88,74,74,83,36,61
eafc-p-239093,239093,Jonathan Clauss,LD,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239093.png?padding=0.7,Francia,OGC Niza,https://drop-assets.ea.com/images/zByYanPvcCULBfC8OITvN/a262863aa77bfb1551a403f5f9b49f28/l72.png,Ligue 1 McDonald's,34,Derecho,88,69,76,78,73,69
eafc-p-237985,237985,Kevin Danso,DFC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237985.png?padding=0.7,Austria,RC Lens,https://drop-assets.ea.com/images/3HrZR8go9EdkyD4jpbWPic/0fcbfb41b4d42943916892d763af8d55/l64.png,Ligue 1 McDonald's,28,Derecho,75,32,57,62,80,85
eafc-p-256612,256612,Evanilson,DC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256612.png?padding=0.7,Brasil,AFC Bournemouth,https://drop-assets.ea.com/images/5Z6J6MhqjuJVwE7SVnfr5E/6075ff3239d67bdf8258a067ed93ccdb/l1943.png,Premier League,27,Derecho,76,78,65,78,37,80
eafc-p-190149,190149,De Marcos,LD,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p190149.png?padding=0.7,España,Athletic Club,https://drop-assets.ea.com/images/5lGGXYvaOCdAYlo8xWPzQb/7092243785809519c68b482ad21b2c41/l448.png,LALIGA EA SPORTS,37,Derecho,79,64,74,75,77,78
eafc-p-235840,235840,Michele Di Gregorio,POR,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p235840.png?padding=0.7,Italia,Juventus,https://drop-assets.ea.com/images/6zWQmPATtK8lpsiXbKb3mY/6b2d1dab08ef14f63271a5cd70a0db0d/l45.png,Serie A Enilive,29,Derecho,82,78,78,82,82,80
eafc-p-202335,202335,Eric Dier,DFC,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p202335.png?padding=0.7,Inglaterra,FC Bayern München,https://drop-assets.ea.com/images/3p0dv1pGWIH6lGAKZssZKH/4f70d2c5a3c147f3e006c863e85e4993/l21.png,Bundesliga,32,Derecho,58,63,70,63,81,81
eafc-p-246420,246420,Jérémy Doku,EI,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246420.png?padding=0.7,Bélgica,Manchester City,https://drop-assets.ea.com/images/4asmNLic4aQn6cjlEg1t5u/88bea3ddd6c1f620bbf813041f248685/l10.png,Premier League,24,Derecho,92,72,73,86,30,68
eafc-p-266866,266866,Éderson,MC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p266866.png?padding=0.7,Brasil,Bergamo Calcio,https://drop-assets.ea.com/images/19gWEcyonp2fvk02MNHZOA/83b82283fc62f7010b529a53a0724eee/l115845.png,Serie A Enilive,27,Derecho,72,68,75,79,77,80
eafc-p-232487,232487,Wataru Endo,MCD,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232487.png?padding=0.7,Japón,Liverpool,https://drop-assets.ea.com/images/3mmzooNXBDCKuCy6kWcGQo/2e332a30fe2a7225a88fcb1898f48bbf/l9.png,Premier League,33,Derecho,60,68,71,78,79,76
eafc-p-237942,237942,Pervis Estupiñán,LI,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237942.png?padding=0.7,Ecuador,Brighton,https://drop-assets.ea.com/images/1mFLMjuFkxQjbRaTLKZ8Gm/277b9eb6d29d37064d1d82063b06f681/l1808.png,Premier League,28,Izquierdo,78,57,75,79,77,75
eafc-p-210676,210676,Wladimiro Falcone,POR,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p210676.png?padding=0.7,Italia,Lecce,https://drop-assets.ea.com/images/24tjxIlBXF6g0puyjqRqqx/04aa5e48c5938944bee35b1893c0d0fa/l347.png,Serie A Enilive,31,Derecho,83,79,75,76,84,80
eafc-p-242444,242444,João Félix,EI,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242444.png?padding=0.7,Portugal,Chelsea,https://drop-assets.ea.com/images/6T0vfhzb3y9R6YVtmVwYcD/b99723a87536e30979c7cbdb8bba9310/l5.png,Premier League,27,Derecho,80,78,77,84,40,67
eafc-p-202651,202651,Suso,ED,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p202651.png?padding=0.7,España,Sevilla FC,https://drop-assets.ea.com/images/1xocxSBJ3RrgP3Jponcw9H/b5b340790217ad2685083e1765b24273/l481.png,LALIGA EA SPORTS,33,Izquierdo,72,76,80,83,32,51
eafc-p-216320,216320,Seko Fofana,MC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p216320.png?padding=0.7,Costa de Marfil,Al Ettifaq,https://drop-assets.ea.com/images/4iiu5yKgXLP6VztXNaebb1/19909c746281492a1191662354871832/l112096.png,ROSHN Saudi League,31,Derecho,71,77,76,78,73,86
eafc-p-237221,237221,Juan Foyth,LD,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237221.png?padding=0.7,Argentina,Villarreal CF,https://drop-assets.ea.com/images/xvk9pCQTX74mWG8EjcgYU/f631ffd2c7ac06bd43f2547fc44463c4/l483.png,LALIGA EA SPORTS,28,Derecho,71,46,71,72,81,77
eafc-p-231591,231591,Javi Galán,LI,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231591.png?padding=0.7,España,Atlético de Madrid,https://drop-assets.ea.com/images/vYcueolPvaGx8blMqhPZ5/5dc3479fc8b85d475fd980c53fc2056f/l240.png,LALIGA EA SPORTS,32,Izquierdo,79,56,74,79,77,72
eafc-p-230786,230786,Pepelu,MC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p230786.png?padding=0.7,España,Valencia CF,https://drop-assets.ea.com/images/3rBiULK7uv6Uim0qpaPGXG/123be59c7edf775fa3df08effc267f43/l461.png,LALIGA EA SPORTS,28,Derecho,68,70,80,77,75,78
eafc-p-227890,227890,Nuno Santos,EI,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p227890.png?padding=0.7,Portugal,Sporting CP,https://drop-assets.ea.com/images/2bL9oGApMvbYE1o0Byl8KB/c914cde8141f11124f026cb198a0eb00/l237.png,Liga Portugal,31,Izquierdo,83,81,76,80,70,76
eafc-p-225100,225100,Joe Gomez,DFC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p225100.png?padding=0.7,Inglaterra,Liverpool,https://drop-assets.ea.com/images/3mmzooNXBDCKuCy6kWcGQo/2e332a30fe2a7225a88fcb1898f48bbf/l9.png,Premier League,29,Derecho,82,28,71,72,80,79
eafc-p-240690,240690,Nicolás González,ED,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240690.png?padding=0.7,Argentina,Juventus,https://drop-assets.ea.com/images/6zWQmPATtK8lpsiXbKb3mY/6b2d1dab08ef14f63271a5cd70a0db0d/l45.png,Serie A Enilive,28,Izquierdo,85,76,73,83,45,62
eafc-p-192318,192318,Mario Götze,MCO,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p192318.png?padding=0.7,Alemania,Frankfurt,https://drop-assets.ea.com/images/3KK76lJIZtlRnPaAgbD85V/5614e02825eb0ed03b69a9d078e40db9/l1824.png,Bundesliga,34,Derecho,55,74,83,83,55,69
eafc-p-212096,212096,Vincenzo Grifo,EI,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212096.png?padding=0.7,Italia,SC Freiburg,https://drop-assets.ea.com/images/TnclXkBIoI1MtJBmRvObq/83167db02b49b274917cec5814510b79/l25.png,Bundesliga,33,Derecho,69,77,82,81,43,64
eafc-p-193198,193198,Nemanja Gudelj,DFC,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p193198.png?padding=0.7,Serbia,Sevilla FC,https://drop-assets.ea.com/images/1xocxSBJ3RrgP3Jponcw9H/b5b340790217ad2685083e1765b24273/l481.png,LALIGA EA SPORTS,35,Derecho,54,73,78,70,79,85
eafc-p-238004,238004,Albert Guðmundsson,DC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p238004.png?padding=0.7,Islandia,Fiorentina,https://drop-assets.ea.com/images/j2Zuc19dll43zq88V7CgZ/d2e748909a451985aed5a26b122a4d8f/l110374.png,Serie A Enilive,29,Derecho,87,79,70,83,37,72
eafc-p-236496,236496,Mattéo Guendouzi,MC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p236496.png?padding=0.7,Francia,Latium,https://drop-assets.ea.com/images/APtVhL3q3cFDG9pkum0Q4/cbfe542e327cc69c0890b8b5a189fad7/l115841.png,Serie A Enilive,27,Derecho,72,71,78,79,75,81
eafc-p-259307,259307,Malo Gusto,LD,80,80,Gold,31359999,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p259307.png?padding=0.7,Francia,Chelsea,https://drop-assets.ea.com/images/6T0vfhzb3y9R6YVtmVwYcD/b99723a87536e30979c7cbdb8bba9310/l5.png,Premier League,23,Derecho,88,49,75,78,73,75
eafc-p-261865,261865,Miguel Gutiérrez,LI,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p261865.png?padding=0.7,España,Girona FC,https://drop-assets.ea.com/images/40lM20ITshJSKsZtWMGQ8m/3f11cea65b14635cc29654b6ba13c0b6/l110062.png,LALIGA EA SPORTS,25,Izquierdo,81,64,76,80,75,72
eafc-p-238463,238463,Amadou Haidara,MC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p238463.png?padding=0.7,Malí,RB Leipzig,https://drop-assets.ea.com/images/1EoW6b2VkhiP3S0vqikd9s/f181f899a2037360f70a9a8aba18af30/l112172.png,Bundesliga,28,Derecho,66,72,79,81,72,69
eafc-p-200888,200888,Danilo Pereira,DFC,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p200888.png?padding=0.7,Portugal,Al Ittihad,https://drop-assets.ea.com/images/21L35ZnVrrvEeFouMeqs8Q/b631b443b4d37e1712ed79f2487d850c/l607.png,ROSHN Saudi League,35,Derecho,50,63,70,70,80,84
eafc-p-183711,183711,Jordan Henderson,MCD,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p183711.png?padding=0.7,Inglaterra,Sin Club,,Eredivisie,36,Derecho,64,72,81,76,75,78
eafc-p-244669,244669,Morten Hjulmand,MCD,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244669.png?padding=0.7,Dinamarca,Sporting CP,https://drop-assets.ea.com/images/2bL9oGApMvbYE1o0Byl8KB/c914cde8141f11124f026cb198a0eb00/l237.png,Liga Portugal,27,Derecho,65,66,76,74,75,83
eafc-p-213648,213648,Pierre-Emile Højbjerg,MCD,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p213648.png?padding=0.7,Dinamarca,O. Marsella,https://drop-assets.ea.com/images/3t06Qm41tT2gB8NqJYXdue/928373951a71a9a8565497e6481925d1/l219.png,Ligue 1 McDonald's,31,Derecho,50,73,76,74,77,80
eafc-p-247257,247257,Ibañez,DFC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p247257.png?padding=0.7,Brasil,Al Ahli,https://drop-assets.ea.com/images/3lVk0osL7o6YMhHuK4YYD6/5e106847b59ce2a4f0bfb55988d812c3/l112387.png,ROSHN Saudi League,28,Derecho,85,32,45,60,81,82
eafc-p-73562,73562,Bento,POR,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p73562.png?padding=0.7,Brasil,Al Nassr,https://drop-assets.ea.com/images/6oPkjdKPFc4aHfFp7UGXB7/262e529bd81a51c0b5f317e61b3f5985/l112139.png,ROSHN Saudi League,27,Derecho,79,76,77,81,83,80
eafc-p-213565,213565,Thomas Lemar,MC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p213565.png?padding=0.7,Francia,Atlético de Madrid,https://drop-assets.ea.com/images/vYcueolPvaGx8blMqhPZ5/5dc3479fc8b85d475fd980c53fc2056f/l240.png,LALIGA EA SPORTS,31,Izquierdo,81,77,81,83,67,64
eafc-p-241671,241671,Dominik Livaković,POR,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241671.png?padding=0.7,Croacia,Fenerbahçe,https://drop-assets.ea.com/images/3sfoNHvqDPqhM1PsEE1sNM/b9dcc82d0e2fba3efc8e8d0ed4c216a6/l326.png,Trendyol Süper Lig,31,Derecho,80,76,71,80,83,80
eafc-p-226226,226226,Giovani Lo Celso,MCO,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p226226.png?padding=0.7,Argentina,Real Betis,https://drop-assets.ea.com/images/4rODtg2WvYGHhUGfPXxilW/e047163865b561a0ced87f9f593498c1/l449.png,LALIGA EA SPORTS,30,Izquierdo,69,74,81,83,68,71
eafc-p-201505,201505,David López,DFC,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p201505.png?padding=0.7,España,Girona FC,https://drop-assets.ea.com/images/40lM20ITshJSKsZtWMGQ8m/3f11cea65b14635cc29654b6ba13c0b6/l110062.png,LALIGA EA SPORTS,37,Derecho,45,60,71,66,82,75
eafc-p-203263,203263,Harry Maguire,DFC,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p203263.png?padding=0.7,Inglaterra,Man Utd,https://drop-assets.ea.com/images/5xxJeUfFY6FEQZEJyJK35/990979becf88b88ecb6461dc441c2ebf/l11.png,Premier League,33,Derecho,37,57,70,65,80,82
eafc-p-236045,236045,Reinildo,LI,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p236045.png?padding=0.7,Mozambique,Atlético de Madrid,https://drop-assets.ea.com/images/vYcueolPvaGx8blMqhPZ5/5dc3479fc8b85d475fd980c53fc2056f/l240.png,LALIGA EA SPORTS,32,Izquierdo,84,55,68,75,78,79
eafc-p-246928,246928,Iván Martín,MCO,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246928.png?padding=0.7,España,Girona FC,https://drop-assets.ea.com/images/40lM20ITshJSKsZtWMGQ8m/3f11cea65b14635cc29654b6ba13c0b6/l110062.png,LALIGA EA SPORTS,27,Izquierdo,75,75,79,81,68,63
eafc-p-191202,191202,Nemanja Matić,MCD,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p191202.png?padding=0.7,Serbia,Olympique Lyon,https://drop-assets.ea.com/images/s2BAEtejMk8pyJDqN3uyR/9938fd597d35ed59158d5b441aa07455/l66.png,Ligue 1 McDonald's,38,Izquierdo,35,67,76,76,78,78
eafc-p-243014,243014,Bryan Mbeumo,ED,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p243014.png?padding=0.7,Camerún,Brentford,https://drop-assets.ea.com/images/3UCvZhjBB0odWNL0OPusuK/1de0f5b97a2e137201670df2cf09e1a5/l1925.png,Premier League,27,Izquierdo,84,80,74,80,49,76
eafc-p-236804,236804,Facundo Medina,DFC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p236804.png?padding=0.7,Argentina,RC Lens,https://drop-assets.ea.com/images/3HrZR8go9EdkyD4jpbWPic/0fcbfb41b4d42943916892d763af8d55/l64.png,Ligue 1 McDonald's,27,Izquierdo,73,36,69,72,80,79
eafc-p-234642,234642,Édouard Mendy,POR,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234642.png?padding=0.7,Senegal,Al Ahli,https://drop-assets.ea.com/images/3lVk0osL7o6YMhHuK4YYD6/5e106847b59ce2a4f0bfb55988d812c3/l112387.png,ROSHN Saudi League,34,Derecho,78,77,75,79,81,80
eafc-p-175943,175943,Dries Mertens,MCO,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p175943.png?padding=0.7,Bélgica,Galatasaray,https://drop-assets.ea.com/images/6P5sN0m3ZRE23vjlT8gh5q/f7f9acf3a7be5ea12f889d93dbdfd48f/l325.png,Trendyol Süper Lig,39,Derecho,68,78,81,81,43,50
eafc-p-237646,237646,Daniel Muñoz,LD,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237646.png?padding=0.7,Colombia,Crystal Palace,https://drop-assets.ea.com/images/6j7pLWl2t3yl13bu6Y9s5K/91a346d14011a610d95ec956816b6a38/l1799.png,Premier League,30,Derecho,84,66,72,76,75,82
eafc-p-223710,223710,Vedat Muriqi,DC,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p223710.png?padding=0.7,Kosovo,RCD Mallorca,https://drop-assets.ea.com/images/3M8ak3PmmUDRXsH9mryxH9/54d5da4b609ccf51bd0564abad99cc0e/l453.png,LALIGA EA SPORTS,32,Izquierdo,53,82,63,73,29,82
eafc-p-212814,212814,João Mário,EI,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212814.png?padding=0.7,Portugal,Beşiktaş,https://drop-assets.ea.com/images/Sx4dfrxgLrl3y1lm5Wj8p/fe2d92ed674ea49ea5ee3ac8d9842897/l327.png,Trendyol Süper Lig,33,Derecho,68,76,80,82,64,68
eafc-p-146536,146536,Jesús Navas,LD,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p146536.png?padding=0.7,España,Sevilla FC,https://drop-assets.ea.com/images/1xocxSBJ3RrgP3Jponcw9H/b5b340790217ad2685083e1765b24273/l481.png,LALIGA EA SPORTS,41,Derecho,81,68,79,80,76,55
eafc-p-236632,236632,David Neres,EI,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p236632.png?padding=0.7,Brasil,SSC Napoli,https://drop-assets.ea.com/images/2FIV26KpnSXl3Nv8Ar6jk3/d8461aa150da3d433fccc34bc80c978f/l48.png,Serie A Enilive,29,Izquierdo,86,75,75,86,43,64
eafc-p-223885,223885,Alexander Nübel,POR,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p223885.png?padding=0.7,Alemania,VfB Stuttgart,https://drop-assets.ea.com/images/5kfh9LrPvDQKbQNF6k7CSF/9a70e7082aaba3b46ea8bd1e699f62de/l36.png,Bundesliga,30,Derecho,81,76,81,78,82,80
eafc-p-223273,223273,Mario Pašalić,MC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p223273.png?padding=0.7,Croacia,Bergamo Calcio,https://drop-assets.ea.com/images/19gWEcyonp2fvk02MNHZOA/83b82283fc62f7010b529a53a0724eee/l115845.png,Serie A Enilive,31,Derecho,69,78,77,81,67,77
eafc-p-229188,229188,Vangelis Pavlidis,DC,80,80,Gold,22400000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p229188.png?padding=0.7,Grecia,SL Benfica,https://drop-assets.ea.com/images/2DamHkQ1ZP1CYVjFPp6ofg/3e07292021842fdadb7aaaa84e7473aa/l234.png,Liga Portugal,28,Derecho,75,82,67,78,44,82
eafc-p-216409,216409,Matteo Politano,ED,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p216409.png?padding=0.7,Italia,SSC Napoli,https://drop-assets.ea.com/images/2FIV26KpnSXl3Nv8Ar6jk3/d8461aa150da3d433fccc34bc80c978f/l48.png,Serie A Enilive,33,Izquierdo,80,78,78,83,42,54
eafc-p-168651,168651,Ivan Rakitić,MC,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p168651.png?padding=0.7,Croacia,Hajduk Split,https://drop-assets.ea.com/images/1bDWS6ltUYonMzwG7kzCXP/d426bbccb973c5e62dcd62397cd4211e/l263.png,Liga Hrvatska,38,Derecho,48,79,83,77,74,70
eafc-p-244263,244263,Amir Rrahmani,DFC,80,80,Gold,8960000,€320.000,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244263.png?padding=0.7,Kosovo,SSC Napoli,https://drop-assets.ea.com/images/2FIV26KpnSXl3Nv8Ar6jk3/d8461aa150da3d433fccc34bc80c978f/l48.png,Serie A Enilive,32,Derecho,69,51,58,61,82,78
